latitude,longitude,altitude, rssi, rate,frequency,data_size, tower
-95.27920207,29.70702907,16.489,-39,1,2462,1000,1
-95.27920207,29.70702907,16.489,-38,1,2462,1000,1
-95.27920207,29.70702907,16.489,-37,1,2462,1000,1
-95.27920207,29.70702907,16.489,-37,1,2462,1000,1
-95.27920207,29.70702907,16.489,-38,1,2462,1000,1
-95.27920207,29.70702907,16.489,-38,1,2462,1000,1
-95.27920207,29.70702907,16.489,-38,1,2462,1000,1
-95.27920207,29.70702907,16.489,-39,1,2462,1000,1
-95.27920207,29.70702907,16.489,-38,1,2462,1000,1
-95.27920207,29.70702907,16.489,-38,1,2462,1000,1
-95.27920207,29.70702907,16.489,-38,1,2462,1000,1
-95.27920207,29.70702907,16.489,-38,1,2462,1000,1
-95.27920207,29.70702907,16.489,-38,1,2462,1000,1
-95.27920207,29.70702907,16.489,-38,1,2462,1000,1
-95.27920207,29.70702907,16.489,-38,1,2462,1000,1
-95.27920207,29.70703691,16.985,-42,1,2462,1000,1
-95.27919273,29.70704961,16.536,-41,1,2462,1000,1
-95.27917215,29.70705827,16.871,-40,1,2462,1000,1
-95.27914128,29.7070595,16.632,-40,1,2462,1000,1
-95.27911879,29.70702791,16.715,-37,1,2462,1000,1
-95.27911784,29.70699995,16.093,-37,1,2462,1000,1
-95.27912528,29.70695484,16.785,-38,1,2462,1000,1
-95.27914016,29.70682545,15.692,-44,1,2462,1000,1
-95.27913635,29.70676062,16.178,-41,1,2462,1000,1
-95.27912226,29.70668054,15.593,-39,1,2462,1000,1
-95.2791316,29.70666001,15.547,-40,1,2462,1000,1
-95.27916152,29.70663865,15.66,-40,1,2462,1000,1
-95.27921297,29.70663659,16.06,-46,1,2462,1000,1
-95.279285,29.70662588,16.123,-49,1,2462,1000,1
-95.27937856,29.70662663,15.978,-49,1,2462,1000,1
-95.27957598,29.70662772,15.766,-45,1,2462,1000,1
-95.27979302,29.70661569,16.084,-47,1,2462,1000,1
-95.28013544,29.70660764,15.632,-55,1,2462,1000,1
-95.28024958,29.70659973,15.15,-49,1,2462,1000,1
-95.28035344,29.70659223,14.589,-49,1,2462,1000,1
-95.28046853,29.70658877,13.243,-51,1,2462,1000,1
-95.28063317,29.70656651,13.531,-48,1,2462,1000,1
-95.28066404,29.70655744,13.275,-50,1,2462,1000,1
-95.28069396,29.70654392,13.884,-60,1,2462,1000,1
-95.28073322,29.70650987,14.447,-42,1,2462,1000,1
-95.28076772,29.70638303,14.874,-51,1,2462,1000,1
-95.28076296,29.70630592,15.73,-55,1,2462,1000,1
-95.2807685,29.7062284,16.665,-69,1,2462,1000,1
-95.28077498,29.7061475,16.24,-66,1,2462,1000,1
-95.28077023,29.70607039,17.095,-62,1,2462,1000,1
-95.28076452,29.70598099,18.32,-68,1,2462,1000,1
-95.28076911,29.70588335,19.129,-62,1,2462,1000,1
-95.28076435,29.7057984,19.489,-51,1,2462,1000,1
-95.28075864,29.70569334,19.723,-51,1,2462,1000,1
-95.28074991,29.70532964,19.757,-67,1,2462,1000,1
-95.28074611,29.70525698,19.747,-73,1,2462,1000,1
-95.28074421,29.70521674,19.495,-73,1,2462,1000,1
-95.2807366,29.70508709,20.467,-66,1,2462,1000,1
-95.28072596,29.70469099,20.744,-62,1,2462,1000,1
-95.28072026,29.70458592,20.978,-61,1,2462,1000,1
-95.28070582,29.70410932,20.751,-68,1,2462,1000,1
-95.28070755,29.70393564,20.191,-55,1,2462,1000,1
-95.28071118,29.7038022,19.884,-60,1,2462,1000,1
-95.28080189,29.70375041,19.855,-67,1,2462,1000,1
-95.28088516,29.70374374,19.134,-72,1,2462,1000,1
-95.28097872,29.70373665,18.493,-75,1,2462,1000,1
-95.2813015,29.70373386,17.016,-74,1,2462,1000,1
-95.28141564,29.70372595,16.535,-79,1,2462,1000,1
-95.28152978,29.70372588,16.55,-82,1,2462,1000,1
-95.28175806,29.70371789,16.084,-84,1,2462,1000,1
-95.2818722,29.70370998,15.603,-79,1,2462,1000,1
-95.28198633,29.70370207,15.122,-82,1,2462,1000,1
-95.2822249,29.70369367,14.735,-80,1,2462,1000,1
-95.28233999,29.70369804,13.885,-80,1,2462,1000,1
-95.28244384,29.70369054,13.324,-80,1,2462,1000,1
-95.28267212,29.70369039,13.354,-80,1,2462,1000,1
-95.28301453,29.70368233,12.903,-85,1,2462,1000,1
-95.28324376,29.70367879,11.572,-82,1,2462,1000,1
-95.28327463,29.70367755,11.812,-81,1,2462,1000,1
-95.28327463,29.70367755,11.812,-81,1,2462,1000,1
-95.28328492,29.70368498,12.387,-80,1,2462,1000,1
-95.28328492,29.70368498,12.387,-78,1,2462,1000,1
-95.28334398,29.70382823,12.805,-88,1,2462,1000,1
-95.28335159,29.70398138,13.319,-84,1,2462,1000,1
-95.28334891,29.70412711,13.257,-79,1,2462,1000,1
-95.28335367,29.70421989,13.393,-79,1,2462,1000,1
-95.28334546,29.70445097,12.891,-81,1,2462,1000,1
-95.28335307,29.70458845,12.414,-78,1,2462,1000,1
-95.28335783,29.70468907,13.044,-80,1,2462,1000,1
-95.28335706,29.70485153,11.749,-71,1,2462,1000,1
-95.28336182,29.70493648,11.389,-76,1,2462,1000,1
-95.2833639,29.7051358,8.985,-77,1,2462,1000,1
-95.28336961,29.70524087,8.751,-71,1,2462,1000,1
-95.28336598,29.7053508,7.572,-73,1,2462,1000,1
-95.28337662,29.70573907,6.8,-72,1,2462,1000,1
-95.28338138,29.70582402,6.44,-74,1,2462,1000,1
-95.28337585,29.70591721,6.496,-77,1,2462,1000,1
-95.2833806,29.70600215,6.136,-84,1,2462,1000,1
-95.28338536,29.70607926,5.28,-72,1,2462,1000,1
-95.28337888,29.70615233,5.21,-72,1,2462,1000,1
-95.28338268,29.70622499,5.219,-79,1,2462,1000,1
-95.28338459,29.7062574,4.976,-69,1,2462,1000,1
-95.28338459,29.70626523,5.472,-71,1,2462,1000,1
-95.28338649,29.70629764,5.229,-74,1,2462,1000,1
-95.28340993,29.70634936,5.272,-72,1,2462,1000,1
-95.28346423,29.706392,5.059,-79,1,2462,1000,1
-95.28355779,29.70640058,5.41,-73,1,2462,1000,1
-95.28379827,29.70642459,4.781,-70,1,2462,1000,1
-95.284078,29.70643805,6.202,-78,1,2462,1000,1
-95.28420243,29.70643756,6.297,-68,1,2462,1000,1
-95.28464871,29.70645333,7.268,-74,1,2462,1000,1
-95.28473198,29.70646232,7.539,-78,1,2462,1000,1
-95.28477314,29.70646068,7.859,-76,1,2462,1000,1
-95.28500238,29.70646497,7.024,-81,1,2462,1000,1
-95.2851895,29.70646646,6.734,-73,1,2462,1000,1
-95.28533451,29.70647298,7.485,-74,1,2462,1000,1
-95.28560396,29.70647902,8.331,-74,1,2462,1000,1
-95.28576955,29.70648471,9.242,-80,1,2462,1000,1
-95.2858734,29.70648505,9.177,-72,1,2462,1000,1
-95.2859258,29.70648744,8.712,-79,1,2462,1000,1
-95.2860811,29.70648571,9.048,-80,1,2462,1000,1
-95.2862364,29.70648399,9.383,-74,1,2462,1000,1
-95.28641229,29.70648144,9.879,-72,1,2462,1000,1
-95.28652643,29.70648136,9.894,-72,1,2462,1000,1
-95.28658912,29.70648334,9.509,-84,1,2462,1000,1
-95.28685856,29.70648153,9.86,-78,1,2462,1000,1
-95.28689972,29.70647988,10.18,-77,1,2462,1000,1
-95.28703444,29.70647898,10.356,-77,1,2462,1000,1
-95.28717945,29.70647766,10.611,-78,1,2462,1000,1
-95.28767718,29.70647569,10.994,-76,1,2462,1000,1
-95.28772863,29.70647363,11.394,-76,1,2462,1000,1
-95.28789422,29.70646366,11.314,-77,1,2462,1000,1
-95.28805048,29.70646638,10.785,-80,1,2462,1000,1
-95.28862195,29.70629568,11.663,-80,1,2462,1000,1
-95.28890435,29.70613989,11.66,-79,1,2462,1000,1
-95.28906327,29.70601256,12.184,-82,1,2462,1000,1
-95.28934358,29.70563394,13.098,-82,1,2462,1000,1
-95.28941923,29.70550545,13.846,-84,1,2462,1000,1
-95.28950612,29.705381,13.81,-83,1,2462,1000,1
-95.28965856,29.70531107,13.272,-86,1,2462,1000,1
-95.28965856,29.70531107,13.272,-87,1,2462,1000,1
-95.2896679,29.70529837,13.721,-87,1,2462,1000,1
-95.2896679,29.70529837,13.721,-87,1,2462,1000,1
-95.28968848,29.70529754,13.881,-85,1,2462,1000,1
-95.28968848,29.70529754,13.881,-85,1,2462,1000,1
-95.28968753,29.70529309,14.746,-82,1,2462,1000,1
-95.28970811,29.70528443,14.411,-86,1,2462,1000,1
-95.28972869,29.70527577,14.075,-83,1,2462,1000,1
-95.28974717,29.70504428,14.657,-83,1,2462,1000,1
-95.28978261,29.70493756,15.211,-80,1,2462,1000,1
-95.28985369,29.70489888,14.654,-86,1,2462,1000,1
-95.29002957,29.70488849,14.655,-79,1,2462,1000,1
-95.29017553,29.70488379,13.551,-79,1,2462,1000,1
-95.29064047,29.70481929,11.956,-87,1,2462,1000,1
-95.29105206,29.70475579,12.186,-81,1,2462,1000,1
-95.29124852,29.7047289,11.357,-81,1,2462,1000,1
-95.29138324,29.70472015,11.037,-85,1,2462,1000,1
-95.29152729,29.70469871,11.168,-89,1,2462,1000,1
-95.2916199,29.70468716,11.393,-84,1,2462,1000,1
-95.29197261,29.70467866,11.026,-84,1,2462,1000,1
-95.29213915,29.70468097,10.578,-83,1,2462,1000,1
-95.29258542,29.70468104,10.564,-86,1,2462,1000,1
-95.29263782,29.70469127,10.595,-86,1,2462,1000,1
-95.29359209,29.70468894,11.047,-87,1,2462,1000,1
-95.29387182,29.70467103,10.49,-82,1,2462,1000,1
-95.2939972,29.70467499,9.722,-82,1,2462,1000,1
-95.29407952,29.70466385,9.867,-85,1,2462,1000,1
-95.29412163,29.70466665,9.323,-86,1,2462,1000,1
-95.29423673,29.70467885,8.97,-82,1,2462,1000,1
-95.29433124,29.70468404,7.962,-87,1,2462,1000,1
-95.29438364,29.70468643,7.498,-89,1,2462,1000,1
-95.29442615,29.7051171,8.579,-85,1,2462,1000,1
-95.29443569,29.70530266,8.85,-85,1,2462,1000,1
-95.29441892,29.70537614,8.699,-89,1,2462,1000,1
-95.2941289,29.70543364,11.654,-88,1,2462,1000,1
-95.29361899,29.70545848,14.898,-82,1,2462,1000,1
-95.29336917,29.70546286,16.066,-80,1,2462,1000,1
-95.29259077,29.70546263,16.111,-87,1,2462,1000,1
-95.29249721,29.70546189,16.254,-87,1,2462,1000,1
-95.29244576,29.70546395,15.854,-84,1,2462,1000,1
-95.29218566,29.70545307,15.95,-80,1,2462,1000,1
-95.29196767,29.70545283,15.998,-80,1,2462,1000,1
-95.29185353,29.70545291,15.981,-87,1,2462,1000,1
-95.29164678,29.70547238,16.235,-83,1,2462,1000,1
-95.29155417,29.70548393,16.01,-82,1,2462,1000,1
-95.29150272,29.70549382,16.105,-79,1,2462,1000,1
-95.291368,29.70550257,16.424,-79,1,2462,1000,1
-95.29127539,29.70551411,16.199,-87,1,2462,1000,1
-95.29122394,29.70551617,15.798,-82,1,2462,1000,1
-95.29107893,29.70553317,16.533,-80,1,2462,1000,1
-95.29097604,29.70554512,16.228,-84,1,2462,1000,1
-95.2909143,29.70555543,16.243,-81,1,2462,1000,1
-95.2904503,29.70561655,16.477,-83,1,2462,1000,1
-95.29034645,29.70561622,16.541,-88,1,2462,1000,1
-95.28997316,29.70564121,17.74,-87,1,2462,1000,1
-95.28986664,29.70577093,16.751,-90,1,2462,1000,1
-95.2898958,29.70591987,16.065,-85,1,2462,1000,1
-95.2899099,29.70599995,16.65,-85,1,2462,1000,1
-95.28998688,29.70625677,15.186,-75,1,2462,1000,1
-95.29000098,29.70632901,15.276,-73,1,2462,1000,1
-95.29000289,29.70636142,15.033,-78,1,2462,1000,1
-95.29021345,29.70641461,14.788,-83,1,2462,1000,1
-95.29029672,29.70640793,14.068,-81,1,2462,1000,1
-95.29038933,29.70640422,14.789,-79,1,2462,1000,1
-95.29052405,29.70639548,14.47,-79,1,2462,1000,1
-95.29076167,29.70636694,13.96,-72,1,2462,1000,1
-95.29085428,29.7063554,14.185,-81,1,2462,1000,1
-95.29094689,29.70633601,13.915,-78,1,2462,1000,1
-95.2915961,29.70625181,14.131,-77,1,2462,1000,1
-95.29178227,29.70623316,13.717,-79,1,2462,1000,1
-95.29188612,29.70622566,13.158,-80,1,2462,1000,1
-95.29192824,29.70622062,12.118,-74,1,2462,1000,1
-95.29216681,29.70619654,10.744,-81,1,2462,1000,1
-95.2924999,29.70619331,9.352,-86,1,2462,1000,1
-95.2926552,29.70619941,10.185,-89,1,2462,1000,1
-95.29294713,29.70620567,8.969,-81,1,2462,1000,1
-95.2936011,29.7062064,8.827,-84,1,2462,1000,1
-95.2940792,29.70621752,8.685,-86,1,2462,1000,1
-95.29418305,29.70621784,8.621,-82,1,2462,1000,1
-95.29441038,29.70622889,10.51,-89,1,2462,1000,1
-95.29443287,29.70625264,9.932,-90,1,2462,1000,1
-95.29446529,29.70686631,9.765,-89,1,2462,1000,1
-95.29446624,29.70688643,9.892,-85,1,2462,1000,1
-95.29435496,29.70695472,10.749,-83,1,2462,1000,1
-95.29428198,29.70696099,11.549,-82,1,2462,1000,1
-95.29422024,29.70697914,12.059,-86,1,2462,1000,1
-95.29408457,29.70698343,13.243,-85,1,2462,1000,1
-95.29391802,29.70698897,14.186,-91,1,2462,1000,1
-95.29382446,29.70699606,14.825,-86,1,2462,1000,1
-95.29323126,29.70700408,17.303,-84,1,2462,1000,1
-95.29312741,29.70700376,17.367,-85,1,2462,1000,1
-95.29302356,29.70701126,17.926,-86,1,2462,1000,1
-95.2929197,29.70701094,17.989,-85,1,2462,1000,1
-95.292712,29.70701812,18.612,-79,1,2462,1000,1
-95.29252583,29.70702892,18.531,-83,1,2462,1000,1
-95.29242198,29.7070286,18.595,-77,1,2462,1000,1
-95.29231812,29.70702043,18.163,-83,1,2462,1000,1
-95.29201781,29.70702349,17.569,-79,1,2462,1000,1
-95.29192425,29.70702275,17.713,-79,1,2462,1000,1
-95.29181106,29.70702728,16.832,-79,1,2462,1000,1
-95.29170721,29.70703479,17.392,-80,1,2462,1000,1
-95.29159307,29.70703487,17.375,-77,1,2462,1000,1
-95.29147892,29.70703496,17.359,-77,1,2462,1000,1
-95.29125064,29.70704296,17.822,-78,1,2462,1000,1
-95.2910336,29.70706284,17.996,-79,1,2462,1000,1
-95.2909307,29.7070748,17.691,-84,1,2462,1000,1
-95.29052844,29.7071256,17.91,-83,1,2462,1000,1
-95.29033102,29.70713236,18.614,-87,1,2462,1000,1
-95.29023841,29.70714391,18.389,-87,1,2462,1000,1
-95.29013456,29.70713574,17.958,-83,1,2462,1000,1
-95.28936739,29.70715521,18.213,-84,1,2462,1000,1
-95.28927383,29.7071623,18.853,-79,1,2462,1000,1
-95.28916997,29.70716197,18.917,-81,1,2462,1000,1
-95.28907641,29.70716123,19.061,-80,1,2462,1000,1
-95.28897351,29.70717318,18.756,-80,1,2462,1000,1
-95.28876485,29.70716807,19.749,-82,1,2462,1000,1
-95.28867224,29.70717178,19.029,-79,1,2462,1000,1
-95.28848607,29.70717474,18.453,-79,1,2462,1000,1
-95.28826808,29.70718233,18.997,-81,1,2462,1000,1
-95.28810249,29.70719231,19.077,-69,1,2462,1000,1
-95.28790507,29.70719123,19.286,-72,1,2462,1000,1
-95.28740829,29.70721332,19.03,-75,1,2462,1000,1
-95.28710703,29.70720408,18.808,-71,1,2462,1000,1
-95.28701346,29.70720334,18.952,-71,1,2462,1000,1
-95.28690961,29.707203,19.017,-70,1,2462,1000,1
-95.28681605,29.70720226,19.161,-77,1,2462,1000,1
-95.28651574,29.7072053,18.57,-81,1,2462,1000,1
-95.28643246,29.70720415,18.795,-82,1,2462,1000,1
-95.28620513,29.70720876,17.9,-81,1,2462,1000,1
-95.28618455,29.70720958,17.74,-77,1,2462,1000,1
-95.28608165,29.70722154,17.435,-73,1,2462,1000,1
-95.28600867,29.70721997,17.74,-79,1,2462,1000,1
-95.28584403,29.70721872,15.964,-83,1,2462,1000,1
-95.28530514,29.70722233,15.263,-75,1,2462,1000,1
-95.28521157,29.70722942,15.903,-69,1,2462,1000,1
-95.28511801,29.70722867,16.048,-68,1,2462,1000,1
-95.28461838,29.70722173,17.398,-62,1,2462,1000,1
-95.28451453,29.7072214,17.463,-65,1,2462,1000,1
-95.28429748,29.70721776,16.152,-70,1,2462,1000,1
-95.28376793,29.70722433,16.893,-63,1,2462,1000,1
-95.28353126,29.70724163,15.549,-69,1,2462,1000,1
-95.28347523,29.70735701,15.331,-75,1,2462,1000,1
-95.28347446,29.70751947,14.036,-75,1,2462,1000,1
-95.28346892,29.70760483,13.597,-72,1,2462,1000,1
-95.28347368,29.70769761,13.733,-59,1,2462,1000,1
-95.28346815,29.70778297,13.293,-78,1,2462,1000,1
-95.28347291,29.70787575,13.429,-82,1,2462,1000,1
-95.28347766,29.70796853,13.565,-74,1,2462,1000,1
-95.28347784,29.70815895,12.892,-81,1,2462,1000,1
-95.28347707,29.70835276,13.58,-68,1,2462,1000,1
-95.2834801,29.70861139,13.782,-79,1,2462,1000,1
-95.28347933,29.70878169,12.983,-83,1,2462,1000,1
-95.28348408,29.70887447,13.119,-77,1,2462,1000,1
-95.28348807,29.70914538,12.952,-77,1,2462,1000,1
-95.28349283,29.70923816,13.088,-84,1,2462,1000,1
-95.28348729,29.70933136,13.144,-77,1,2462,1000,1
-95.283493,29.70942859,12.416,-77,1,2462,1000,1
-95.28349794,29.70971179,11.88,-76,1,2462,1000,1
-95.2835027,29.70980457,12.016,-81,1,2462,1000,1
-95.28350746,29.70989735,12.152,-81,1,2462,1000,1
-95.28350287,29.709995,11.344,-85,1,2462,1000,1
-95.28350763,29.71007994,10.985,-82,1,2462,1000,1
-95.28351144,29.71016827,11.986,-81,1,2462,1000,1
-95.28351715,29.71025766,10.762,-73,1,2462,1000,1
-95.28351637,29.7104358,10.459,-77,1,2462,1000,1
-95.28352113,29.71052858,10.595,-83,1,2462,1000,1
-95.28353065,29.71071414,10.868,-82,1,2462,1000,1
-95.28352512,29.71080733,10.925,-87,1,2462,1000,1
-95.28353368,29.71098061,11.567,-83,1,2462,1000,1
-95.2835432,29.71115049,10.849,-85,1,2462,1000,1
-95.28354796,29.71123544,10.49,-79,1,2462,1000,1
-95.28354718,29.71142141,10.683,-83,1,2462,1000,1
-95.28355194,29.71151419,10.82,-87,1,2462,1000,1
-95.2835567,29.71161481,11.452,-90,1,2462,1000,1
-95.28356146,29.71170759,11.588,-82,1,2462,1000,1
-95.28356621,29.71180037,11.725,-83,1,2462,1000,1
-95.28358465,29.71254005,11.299,-84,1,2462,1000,1
-95.28358864,29.7128188,11.629,-81,1,2462,1000,1
-95.28360291,29.71309714,12.04,-83,1,2462,1000,1
-95.2836069,29.71338373,12.866,-86,1,2462,1000,1
-95.28361451,29.71353688,13.383,-88,1,2462,1000,1
-95.28362403,29.7137146,13.161,-85,1,2462,1000,1
-95.28362533,29.71414691,13.929,-84,1,2462,1000,1
-95.28362361,29.71431276,13.997,-81,1,2462,1000,1
-95.28436395,29.71458115,14.322,-82,1,2462,1000,1
-95.28456346,29.71481291,13.695,-83,1,2462,1000,1
-95.28456727,29.7148934,14.201,-85,1,2462,1000,1
-95.28456364,29.71502683,14.512,-81,1,2462,1000,1
-95.28457488,29.71503871,14.223,-85,1,2462,1000,1
-95.28456935,29.71512407,13.784,-81,1,2462,1000,1
-95.28456935,29.71512407,13.784,-79,1,2462,1000,1
-95.28456935,29.71512407,13.784,-83,1,2462,1000,1
-95.28456935,29.7151319,14.28,-83,1,2462,1000,1
-95.28459487,29.71543779,15.394,-86,1,2462,1000,1
-95.28461926,29.71550962,15.565,-90,1,2462,1000,1
-95.28467357,29.71555226,15.353,-81,1,2462,1000,1
-95.2848205,29.71556769,14.374,-78,1,2462,1000,1
-95.28487196,29.71556563,14.774,-87,1,2462,1000,1
-95.28497582,29.71556596,14.709,-86,1,2462,1000,1
-95.28515171,29.71556341,15.205,-82,1,2462,1000,1
-95.28520317,29.71556135,15.605,-81,1,2462,1000,1
-95.28535848,29.71555179,15.444,-82,1,2462,1000,1
-95.28545205,29.71555254,15.299,-84,1,2462,1000,1
-95.28550351,29.71555048,15.699,-92,1,2462,1000,1
-95.28633249,29.7155364,16.415,-85,1,2462,1000,1
-95.2863849,29.71553879,15.95,-85,1,2462,1000,1
-95.28668524,29.71552792,16.046,-84,1,2462,1000,1
-95.28779398,29.71550378,16.699,-85,1,2462,1000,1
-95.2893397,29.71548458,16.392,-88,1,2462,1000,1
-95.28962041,29.71548681,15.959,-87,1,2462,1000,1
-95.28975609,29.71549035,15.27,-88,1,2462,1000,1
-95.28997411,29.71549844,15.718,-85,1,2462,1000,1
-95.29028645,29.71531345,15.331,-86,1,2462,1000,1
-95.29028702,29.71492922,15.311,-85,1,2462,1000,1
-95.28981517,29.71367559,16.701,-89,1,2462,1000,1
-95.2893277,29.71368499,16.893,-88,1,2462,1000,1
-95.28923414,29.71369208,17.533,-89,1,2462,1000,1
-95.28918268,29.71369414,17.133,-85,1,2462,1000,1
-95.28902642,29.71369142,17.662,-88,1,2462,1000,1
-95.28857077,29.7136962,16.734,-87,1,2462,1000,1
-95.28841451,29.71370131,17.758,-85,1,2462,1000,1
-95.28833866,29.71363937,17.683,-81,1,2462,1000,1
-95.28837601,29.7135729,18.489,-85,1,2462,1000,1
-95.28850579,29.71327312,18.207,-85,1,2462,1000,1
-95.28845589,29.71190073,16.441,-87,1,2462,1000,1
-95.28844255,29.71164251,16.157,-86,1,2462,1000,1
-95.28841207,29.71104558,15.084,-82,1,2462,1000,1
-95.28840445,29.71090811,15.56,-88,1,2462,1000,1
-95.28841265,29.71065352,14.572,-85,1,2462,1000,1
-95.28840865,29.71039827,15.729,-87,1,2462,1000,1
-95.28839627,29.71016801,16.069,-86,1,2462,1000,1
-95.28838503,29.71015614,16.358,-91,1,2462,1000,1
-95.2881857,29.71011482,16.314,-86,1,2462,1000,1
-95.28806127,29.71012315,16.714,-89,1,2462,1000,1
-95.28767767,29.71014071,17.338,-85,1,2462,1000,1
-95.28762622,29.71014277,16.938,-86,1,2462,1000,1
-95.28728283,29.71013072,17.26,-87,1,2462,1000,1
-95.28710694,29.71013327,16.765,-84,1,2462,1000,1
-95.28695068,29.71013838,17.79,-84,1,2462,1000,1
-95.28642207,29.71014159,17.168,-80,1,2462,1000,1
-95.28624618,29.71015197,17.168,-89,1,2462,1000,1
-95.28621435,29.71014876,17.793,-83,1,2462,1000,1
-95.28619377,29.71014958,17.633,-81,1,2462,1000,1
-95.28604781,29.71014644,18.242,-81,1,2462,1000,1
-95.28572595,29.71014585,18.356,-82,1,2462,1000,1
-95.28560151,29.71014635,18.261,-79,1,2462,1000,1
-95.28548642,29.71014981,19.606,-82,1,2462,1000,1
-95.28524783,29.71015038,19.496,-82,1,2462,1000,1
-95.28513369,29.71015045,19.481,-80,1,2462,1000,1
-95.28501954,29.71015053,19.466,-82,1,2462,1000,1
-95.28495685,29.71014855,19.851,-87,1,2462,1000,1
-95.28478096,29.7101511,19.356,-83,1,2462,1000,1
-95.28385846,29.71014875,17.795,-73,1,2462,1000,1
-95.2837546,29.71014841,17.86,-83,1,2462,1000,1
-95.28364046,29.71014849,17.845,-80,1,2462,1000,1
-95.283589,29.71015838,17.941,-80,1,2462,1000,1
-95.28354879,29.71017232,17.252,-79,1,2462,1000,1
-95.283504,29.71031524,17.737,-76,1,2462,1000,1
-95.28340508,29.71059811,17.266,-84,1,2462,1000,1
-95.28323015,29.71061294,16.403,-79,1,2462,1000,1
-95.28312629,29.71061261,16.468,-86,1,2462,1000,1
-95.28281567,29.71063172,16.79,-80,1,2462,1000,1
-95.28277451,29.71063337,16.47,-80,1,2462,1000,1
-95.2826192,29.71064293,16.631,-84,1,2462,1000,1
-95.28231888,29.7106538,16.537,-82,1,2462,1000,1
-95.28222531,29.71065305,16.683,-76,1,2462,1000,1
-95.28202789,29.71065197,16.893,-84,1,2462,1000,1
-95.28193433,29.71065905,17.534,-78,1,2462,1000,1
-95.28165458,29.7106691,17.601,-76,1,2462,1000,1
-95.28156102,29.71067619,18.242,-78,1,2462,1000,1
-95.2813636,29.7106751,18.453,-78,1,2462,1000,1
-95.28116617,29.71066618,18.168,-66,1,2462,1000,1
-95.28094817,29.71066592,18.219,-62,1,2462,1000,1
-95.2808687,29.71071391,16.967,-71,1,2462,1000,1
-95.28085971,29.71112313,16.166,-77,1,2462,1000,1
-95.28085417,29.71120848,15.727,-76,1,2462,1000,1
-95.28086083,29.71133367,15.621,-81,1,2462,1000,1
-95.28086273,29.71136609,15.378,-82,1,2462,1000,1
-95.2808553,29.7114112,14.686,-73,1,2462,1000,1
-95.28082728,29.71146496,14.33,-81,1,2462,1000,1
-95.28064871,29.7116289,14.768,-84,1,2462,1000,1
-95.28046918,29.71176488,14.583,-67,1,2462,1000,1
-95.28030929,29.71187208,13.937,-72,1,2462,1000,1
-95.28020733,29.71191199,14.255,-72,1,2462,1000,1
-95.28010443,29.71192394,13.952,-77,1,2462,1000,1
-95.27988737,29.71193597,13.634,-76,1,2462,1000,1
-95.27968061,29.71193974,12.9,-85,1,2462,1000,1
